ああ言えばこう言う　　　　　　　　　　　ああいえばこういう　　　　　　　　　　　,D W.  N  ,
足が止まる　　　　　　　　　　　　　　　あしがとまる　　　　　　　　　　　　　　,D R.  NM ,
味がない　　　　　　　　　　　　　　　　あじがない　　　　　　　　　　　　　　　,K  .  N  ,
足が鈍る　　　　　　　　　　　　　　　　あしがにぶる　　　　　　　　　　　　　　,D R.  NM ,
足が早い　　　　　　　　　　　　　　　　あしがはやい　　　　　　　　　　　　　　,K  .  N  ,痛みやすい
足が棒になる　　　　　　　　　　　　　　あしがぼうになる　　　　　　　　　　　　,D R.  NM ,
足が乱れる　　　　　　　　　　　　　　　あしがみだれる　　　　　　　　　　　　　,D 1.  NM ,
足が向く　　　　　　　　　　　　　　　　あしがむく　　　　　　　　　　　　　　　,D K.   M ,
足がもたつく　　　　　　　　　　　　　　あしがもたつく　　　　　　　　　　　　　,D K.  NM ,
足がもつれる　　　　　　　　　　　　　　あしがもつれる　　　　　　　　　　　　　,D 1.  NM ,
あしからず　　　　　　　　　　　　　　　あしからず　　　　　　　　　　　　　　　,F Y.     ,
味気ない　　　　　　　　　　　　　　　　あじけない　　　　　　　　　　　　　　　,D 7.  NM ,
足蹴にする　　　　　　　　　　　　　　　あしげにする　　　　　　　　　　　　　　,D 5.  NI ,
足腰が立たない　　　　　　　　　　　　　あしこしがたたない　　　　　　　　　　　,D 7.  NM ,
足しげく通う　　　　　　　　　　　　　　あししげくかよう　　　　　　　　　　　　,D W.  PI ,
明日がある　　　　　　　　　　　　　　　あしたがある　　　　　　　　　　　　　　,D R.  P  ,
あしたはあしたの風が吹く　　　　　　　　あしたはあしたのかぜがふく　　　　　　　,D K.  NM ,
明日はない　　　　　　　　　　　　　　　あしたはない　　　　　　　　　　　　　　,K  .  N  ,
足駄を履く　　　　　　　　　　　　　　　あしだをはく　　　　　　　　　　　　　　,D K.   I ,
足で稼ぐ　　　　　　　　　　　　　　　　あしでかせぐ　　　　　　　　　　　　　　,DIG.  PI ,
足手まとい　　　　　　　　　　　　　　　あしでまとい　　　　　　　　　　　　　　,CI .  N  ,
足止めが掛かる　　　　　　　　　　　　　あしどめがかかる　　　　　　　　　　　　,D R.  NM ,
足止めを掛ける　　　　　　　　　　　　　あしどめをかける　　　　　　　　　　　　,D 1.  NI ,
足止めを食う　　　　　　　　　　　　　　あしどめをくう　　　　　　　　　　　　　,D W.  NM ,
足止めを食らう　　　　　　　　　　　　　あしどめをくらう　　　　　　　　　　　　,D W.  NM ,
足取りも軽く　　　　　　　　　　　　　　あしどりもかるく　　　　　　　　　　　　,F Y.  P  ,
味なことをやる　　　　　　　　　　　　　あじなことをやる　　　　　　　　　　　　,D R.  PM ,
足並みがそろう　　　　　　　　　　　　　あしなみがそろう　　　　　　　　　　　　,D W.  PM ,
足並みが乱れる　　　　　　　　　　　　　あしなみがみだれる　　　　　　　　　　　,D 1.  NM ,
足並みをそろえて　　　　　　　　　　　　あしなみをそろえて　　　　　　　　　　　,F Y.  P  ,
足並みをそろえる　　　　　　　　　　　　あしなみをそろえる　　　　　　　　　　　,D 1.  PI ,
足になる　　　　　　　　　　　　　　　　あしになる　　　　　　　　　　　　　　　,D R.   I ,移動手段
足に根が生える　　　　　　　　　　　　　あしにねがはえる　　　　　　　　　　　　,D 1.  NM ,
足に任せる　　　　　　　　　　　　　　　あしにまかせる　　　　　　　　　　　　　,D 1.   I ,
味のある　　　　　　　　　　　　　　　　あじのある　　　　　　　　　　　　　　　,D R.  PM ,
足の爪先まで　　　　　　　　　　　　　　あしのつまさきまで　　　　　　　　　　　,F Y.     ,
足の踏み場もない　　　　　　　　　　　　あしのふみばもない　　　　　　　　　　　,K  .  N  ,
足の向くまま　　　　　　　　　　　　　　あしのむくまま　　　　　　　　　　　　　,C  .  P  ,
足の向くまま気の向くまま　　　　　　　　あしのむくままきのむくまま　　　　　　　,C  .  P  ,
足場を失う　　　　　　　　　　　　　　　あしばをうしなう　　　　　　　　　　　　,D W.  NM ,
足場を固める　　　　　　　　　　　　　　あしばをかためる　　　　　　　　　　　　,D 1.  PI ,
足場を築く　　　　　　　　　　　　　　　あしばをきずく　　　　　　　　　　　　　,D K.  PI ,
足踏みをする　　　　　　　　　　　　　　あしぶみをする　　　　　　　　　　　　　,D 4.  NI ,
味も素っ気もない　　　　　　　　　　　　あじもそっけもない　　　　　　　　　　　,K  .  N  ,
足元がおぼつかない　　　　　　　　　　　あしもとがおぼつかない　　　　　　　　　,D 7.  N  ,
足元がお留守　　　　　　　　　　　　　　あしもとがおるす　　　　　　　　　　　　,C  .  NM ,
足元から鳥が立つ　　　　　　　　　　　　あしもとからとりがたつ　　　　　　　　　,D T.   M ,
足元が悪い　　　　　　　　　　　　　　　あしもとがわるい　　　　　　　　　　　　,K  .  N  ,
足元に付け込む　　　　　　　　　　　　　あしもとにつけこむ　　　　　　　　　　　,D M.   I ,
足元に火が付く　　　　　　　　　　　　　あしもとにひがつく　　　　　　　　　　　,D K.  NM ,
足元にも及ばない　　　　　　　　　　　　あしもとにもおよばない　　　　　　　　　,DI7.  NM ,
足元の明るいうち　　　　　　　　　　　　あしもとのあかるいうち　　　　　　　　　,C  .  P  ,
足元へも寄り付けない　　　　　　　　　　あしもとへもよりつけない　　　　　　　　,D 7.  PM ,
足元を固める　　　　　　　　　　　　　　あしもとをかためる　　　　　　　　　　　,D 1.  PI ,
足元をすくわれる　　　　　　　　　　　　あしもとをすくわれる　　　　　　　　　　,D 1.  NM ,
足元を見られる　　　　　　　　　　　　　あしもとをみられる　　　　　　　　　　　,D 1.  NM ,
足元を見る　　　　　　　　　　　　　　　あしもとをみる　　　　　　　　　　　　　,D 1.  NI ,
阿修羅のごとく　　　　　　　　　　　　　あしゅらのごとく　　　　　　　　　　　　,F Y.  N  ,
味わい深い　　　　　　　　　　　　　　　あじわいぶかい　　　　　　　　　　　　　,K  .  P  ,
足を洗う　　　　　　　　　　　　　　　　あしをあらう　　　　　　　　　　　　　　,D W.  PI ,
味を生かす　　　　　　　　　　　　　　　あじをいかす　　　　　　　　　　　　　　,D S.  PI ,
足を入れる　　　　　　　　　　　　　　　あしをいれる　　　　　　　　　　　　　　,D 1.   I ,
足を奪う　　　　　　　　　　　　　　　　あしをうばう　　　　　　　　　　　　　　,D W.  NI ,
足を奪われる　　　　　　　　　　　　　　あしをうばわれる　　　　　　　　　　　　,D 1.  NM ,
味を落とす　　　　　　　　　　　　　　　あじをおとす　　　　　　　　　　　　　　,D S.  NM ,
味を覚える　　　　　　　　　　　　　　　あじをおぼえる　　　　　　　　　　　　　,D 1.   M ,
足を限りに　　　　　　　　　　　　　　　あしをかぎりに　　　　　　　　　　　　　,F Y.     ,
